competition_name,season_name,competition_short,tournament_id,team,player,position,position_x,position_y,starts,jersey_number,position_order,position_group,general_role,offensive_role,defensive_role,importance_score,importance_tier,strengths,weaknesses,best_role_fits,best_role_fit_scores,role_adjusted_importance_score,xi_number,xi_label,xi_role_label,starts_share
FIFA World Cup,2022,World Cup,World Cup_2022,Qatar,Pedro Miguel Correia,Right Center Back,25.0,52.0,2,2,3,Defender,Ball Winner,Balanced Offensive Role,Ball Winner,66.21,Important Player,['Strong ball-winning activity'],['No clear major weakness from selected indicators'],"Ball Winner, Balanced Role, Pressing Player","79.4, 68.0, 65.1",66.21,2,2. Pedro Miguel Correia | Right Center Back,Ball Winner | Important Player,66.67
FIFA World Cup,2022,World Cup,World Cup_2022,Qatar,Boualem Khoukhi,Center Back,25.0,40.0,3,16,4,Defender,Tempo Controller,High-Volume Passer,Ball Winner,68.3,Important Player,"['High passing involvement', 'High carry volume', 'Strong ball-winning activity']","['Limited xG generation', 'Low shot volume']","Progressive Carrier, Ball Winner, Tempo Controller","91.0, 86.0, 85.6",68.3,3,3. Boualem Khoukhi | Center Back,Tempo Controller | Important Player,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,Qatar,Abdelkarim Hassan Al Haj Fadlalla,Left Center Back,25.0,28.0,3,3,5,Defender,Box Threat,Finisher / Shot Threat,Balanced Defensive Role,82.32,Key Player,"['High shot volume', 'High passing involvement', 'High carry volume']",['No clear major weakness from selected indicators'],"Box Threat, Progressive Carrier, Balanced Role","86.8, 86.6, 80.3",82.32,4,4. Abdelkarim Hassan Al Haj Fadlalla | Left Center Back,Box Threat | Key Player,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,Qatar,Ismaeel Mohammad Mohammad,Right Wing Back,38.0,70.0,2,17,7,Defender,Balanced Role,Finisher / Shot Threat,Balanced Defensive Role,67.08,Important Player,['Strong xG generation'],['No clear major weakness from selected indicators'],"Box Threat, Balanced Role, Ball Winner","80.9, 67.6, 66.3",67.08,5,5. Ismaeel Mohammad Mohammad | Right Wing Back,Balanced Role | Important Player,66.67
FIFA World Cup,2022,World Cup,World Cup_2022,Qatar,Homam Alamin Ahmed,Left Wing Back,38.0,10.0,3,14,8,Defender,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,53.17,Rotation / Contributor,['Balanced profile without one dominant strength'],"['Limited xG generation', 'Low shot volume']","Pressing Player, Progressive Carrier, Ball Winner","69.6, 59.2, 55.8",53.17,6,6. Homam Alamin Ahmed | Left Wing Back,Balanced Role | Rotation / Contributor,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,Qatar,Assim Omer Al Haj Madibo,Center Defensive Midfield,45.0,40.0,2,23,10,Midfielder,Pressing Player,Balanced Offensive Role,Pressing Specialist,64.36,Rotation / Contributor,"['High pressing activity', 'Strong ball-winning activity']","['Limited xG generation', 'Low shot volume']","Pressing Player, Ball Winner, Balanced Role","99.9, 92.1, 69.7",64.36,7,7. Assim Omer Al Haj Madibo | Center Defensive Midfield,Pressing Player | Rotation / Contributor,66.67
FIFA World Cup,2022,World Cup,World Cup_2022,Qatar,Hassan Khalid Al Heidos,Right Center Midfield,60.0,52.0,2,10,12,Midfielder,Pressing Player,Balanced Offensive Role,Pressing Specialist,60.18,Rotation / Contributor,['High pressing activity'],['No clear major weakness from selected indicators'],"Pressing Player, Ball Winner, Balanced Role","94.6, 64.9, 62.5",60.18,8,8. Hassan Khalid Al Heidos | Right Center Midfield,Pressing Player | Rotation / Contributor,66.67
FIFA World Cup,2022,World Cup,World Cup_2022,Qatar,Abdulaziz Hatem Mohammed Abdullah,Left Center Midfield,60.0,28.0,2,6,14,Midfielder,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,48.64,Low Usage / Limited Impact,['Balanced profile without one dominant strength'],['Limited ball-winning activity'],"Progressive Carrier, Tempo Controller, Pressing Player","60.6, 54.3, 45.6",48.64,9,9. Abdulaziz Hatem Mohammed Abdullah | Left Center Midfield,Balanced Role | Low Usage / Limited Impact,66.67
FIFA World Cup,2022,World Cup,World Cup_2022,Qatar,Almoez Ali Zainalabiddin Abdulla,Right Center Forward,100.0,48.0,3,19,22,Forward,Pressing Player,Finisher / Shot Threat,Pressing Specialist,56.53,Rotation / Contributor,"['Strong xG generation', 'High pressing activity']",['No clear major weakness from selected indicators'],"Pressing Player, Box Threat, Balanced Role","87.7, 79.8, 61.5",56.53,10,10. Almoez Ali Zainalabiddin Abdulla | Right Center Forward,Pressing Player | Rotation / Contributor,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,Qatar,Akram Hassan Afif,Left Center Forward,100.0,32.0,3,11,24,Forward,Tempo Controller,High-Volume Passer,Balanced Defensive Role,74.28,Important Player,"['High passing involvement', 'High carry volume']",['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Balanced Role","90.5, 79.6, 68.3",74.28,11,11. Akram Hassan Afif | Left Center Forward,Tempo Controller | Important Player,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,Saudi Arabia,Mohammed Khalil Al Owais,Goalkeeper,8.0,40.0,3,21,1,Goalkeeper,Goalkeeper,Build-Up Goalkeeper,Goal Prevention,36.27,Low Usage / Limited Impact,['Active in recoveries'],"['Low passing accuracy', 'Low clearance activity', 'Limited shot-stopping event volume']","Ball Winner, Tempo Controller, Balanced Role","53.5, 41.4, 31.9",36.27,1,1. Mohammed Khalil Al Owais | Goalkeeper,Goalkeeper | Low Usage / Limited Impact,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,Saudi Arabia,Saud Abdullah Abdul Hamid,Right Back,28.0,68.0,2,12,2,Defender,Pressing Player,Balanced Offensive Role,Pressing Specialist,67.18,Important Player,"['High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Ball Winner, Pressing Player, Balanced Role","84.0, 81.9, 70.1",67.18,2,2. Saud Abdullah Abdul Hamid | Right Back,Pressing Player | Important Player,66.67
FIFA World Cup,2022,World Cup,World Cup_2022,Saudi Arabia,Abdulelah Al Amri,Right Center Back,25.0,52.0,2,4,3,Defender,Ball Winner,Balanced Offensive Role,Ball Winner,54.34,Rotation / Contributor,['Strong ball-winning activity'],['No clear major weakness from selected indicators'],"Ball Winner, Balanced Role, Tempo Controller","85.2, 57.7, 54.5",54.34,3,3. Abdulelah Al Amri | Right Center Back,Ball Winner | Rotation / Contributor,66.67
FIFA World Cup,2022,World Cup,World Cup_2022,Saudi Arabia,Ali Albulayhi,Left Center Back,25.0,28.0,2,5,5,Defender,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,42.63,Low Usage / Limited Impact,['Balanced profile without one dominant strength'],"['Limited xG generation', 'Low shot volume']","Ball Winner, Tempo Controller, Progressive Carrier","56.2, 54.1, 50.3",42.63,4,4. Ali Albulayhi | Left Center Back,Balanced Role | Low Usage / Limited Impact,66.67
FIFA World Cup,2022,World Cup,World Cup_2022,Saudi Arabia,Yasir Gharsan Al Shahrani,Left Back,28.0,12.0,1,13,6,Defender,Pressing Player,Balanced Offensive Role,Pressing Specialist,52.4,Rotation / Contributor,"['High pressing activity', 'Strong ball-winning activity']","['Limited xG generation', 'Low shot volume']","Pressing Player, Ball Winner, Balanced Role","93.2, 87.8, 61.9",52.4,5,5. Yasir Gharsan Al Shahrani | Left Back,Pressing Player | Rotation / Contributor,33.33
FIFA World Cup,2022,World Cup,World Cup_2022,Saudi Arabia,Ali Al Hassan,Right Defensive Midfield,45.0,52.0,1,15,9,Midfielder,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,35.21,Low Usage / Limited Impact,['Balanced profile without one dominant strength'],"['Low passing involvement', 'Low carry volume']","Box Threat, Ball Winner, Pressing Player","76.6, 56.7, 47.9",35.21,6,6. Ali Al Hassan | Right Defensive Midfield,Balanced Role | Low Usage / Limited Impact,33.33
FIFA World Cup,2022,World Cup,World Cup_2022,Saudi Arabia,Abdulelah Saad Hameed Al-Malki,Center Defensive Midfield,45.0,40.0,1,8,10,Midfielder,Pressing Player,Balanced Offensive Role,Pressing Specialist,77.61,Important Player,"['High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Pressing Player, Ball Winner, Balanced Role","97.4, 84.4, 79.8",77.61,7,7. Abdulelah Saad Hameed Al-Malki | Center Defensive Midfield,Pressing Player | Important Player,33.33
FIFA World Cup,2022,World Cup,World Cup_2022,Saudi Arabia,Firas Tariq Nasser Al Albirakan,Right Midfield,62.0,66.0,2,9,15,Midfielder,Ball Winner,Balanced Offensive Role,Ball Winner,58.77,Rotation / Contributor,['Strong ball-winning activity'],['No clear major weakness from selected indicators'],"Ball Winner, Pressing Player, Balanced Role","78.1, 69.6, 62.9",58.77,8,8. Firas Tariq Nasser Al Albirakan | Right Midfield,Ball Winner | Rotation / Contributor,66.67
FIFA World Cup,2022,World Cup,World Cup_2022,Saudi Arabia,Salem Mohammed Al Dawsari,Left Midfield,62.0,14.0,2,10,16,Midfielder,Box Threat,Finisher / Shot Threat,Pressing Specialist,81.83,Key Player,"['Strong xG generation', 'High shot volume', 'High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Box Threat, Pressing Player, Balanced Role","96.3, 87.7, 82.6",81.83,9,9. Salem Mohammed Al Dawsari | Left Midfield,Box Threat | Key Player,66.67
FIFA World Cup,2022,World Cup,World Cup_2022,Saudi Arabia,Saleh Khalid Al Shehri,Center Forward,105.0,40.0,2,11,23,Forward,Pressing Player,Balanced Offensive Role,Pressing Specialist,56.81,Rotation / Contributor,['High pressing activity'],['No clear major weakness from selected indicators'],"Pressing Player, Box Threat, Ball Winner","95.5, 71.2, 63.0",56.81,10,10. Saleh Khalid Al Shehri | Center Forward,Pressing Player | Rotation / Contributor,66.67
FIFA World Cup,2022,World Cup,World Cup_2022,Saudi Arabia,Mohammed Kanoo,Left Center Forward,100.0,32.0,1,23,24,Forward,Box Threat,Finisher / Shot Threat,Ball Winner,83.81,Key Player,"['High shot volume', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Ball Winner, Box Threat, Balanced Role","91.8, 87.6, 85.2",83.81,11,11. Mohammed Kanoo | Left Center Forward,Box Threat | Key Player,33.33
FIFA World Cup,2022,World Cup,World Cup_2022,Senegal,Edouard Mendy,Goalkeeper,8.0,40.0,4,16,1,Goalkeeper,Goalkeeper,Build-Up Goalkeeper,Goal Prevention,42.72,Low Usage / Limited Impact,['Balanced goalkeeper profile'],['Low clearance activity'],"Tempo Controller, Ball Winner, Progressive Carrier","50.7, 42.7, 30.0",42.72,1,1. Edouard Mendy | Goalkeeper,Goalkeeper | Low Usage / Limited Impact,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,Senegal,Youssouf Sabaly,Right Back,28.0,68.0,4,21,2,Defender,Tempo Controller,High-Volume Passer,Ball Winner,77.67,Important Player,"['High passing involvement', 'High carry volume', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Ball Winner, Progressive Carrier, Tempo Controller","88.6, 84.6, 81.6",77.67,2,2. Youssouf Sabaly | Right Back,Tempo Controller | Important Player,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,Senegal,Kalidou Koulibaly,Right Center Back,25.0,52.0,4,3,3,Defender,Ball Winner,Balanced Offensive Role,Ball Winner,68.64,Important Player,['Strong ball-winning activity'],['No clear major weakness from selected indicators'],"Ball Winner, Progressive Carrier, Balanced Role","89.5, 75.8, 69.8",68.64,3,3. Kalidou Koulibaly | Right Center Back,Ball Winner | Important Player,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,Senegal,Abdou Diallo,Left Center Back,25.0,28.0,3,22,5,Defender,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,57.25,Rotation / Contributor,['Balanced profile without one dominant strength'],['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Balanced Role","72.1, 65.7, 50.1",57.25,4,4. Abdou Diallo | Left Center Back,Balanced Role | Rotation / Contributor,75.0
FIFA World Cup,2022,World Cup,World Cup_2022,Senegal,Ismail Jakobs,Left Back,28.0,12.0,3,14,6,Defender,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,52.41,Rotation / Contributor,['Balanced profile without one dominant strength'],['No clear major weakness from selected indicators'],"Ball Winner, Tempo Controller, Progressive Carrier","53.8, 52.6, 51.6",52.41,5,5. Ismail Jakobs | Left Back,Balanced Role | Rotation / Contributor,75.0
FIFA World Cup,2022,World Cup,World Cup_2022,Senegal,Pathé Ismaël Ciss,Right Defensive Midfield,45.0,52.0,2,11,9,Midfielder,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,44.6,Low Usage / Limited Impact,['Balanced profile without one dominant strength'],['No clear major weakness from selected indicators'],"Pressing Player, Ball Winner, Balanced Role","69.6, 51.1, 48.4",44.6,6,6. Pathé Ismaël Ciss | Right Defensive Midfield,Balanced Role | Low Usage / Limited Impact,50.0
FIFA World Cup,2022,World Cup,World Cup_2022,Senegal,Nampalys Mendy,Left Defensive Midfield,45.0,28.0,2,6,11,Midfielder,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,65.45,Important Player,['Strong passing accuracy'],['No clear major weakness from selected indicators'],"Tempo Controller, Progressive Carrier, Pressing Player","74.9, 68.2, 67.6",65.45,7,7. Nampalys Mendy | Left Defensive Midfield,Balanced Role | Important Player,50.0
FIFA World Cup,2022,World Cup,World Cup_2022,Senegal,Idrissa Gana Gueye,Center Attacking Midfield,78.0,40.0,2,5,18,Midfielder,Box Threat,Finisher / Shot Threat,Pressing Specialist,82.63,Key Player,"['High shot volume', 'High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Pressing Player, Ball Winner, Balanced Role","99.4, 90.0, 85.2",82.63,8,8. Idrissa Gana Gueye | Center Attacking Midfield,Box Threat | Key Player,50.0
FIFA World Cup,2022,World Cup,World Cup_2022,Senegal,Krépin Diatta,Right Wing,88.0,68.0,2,15,20,Forward,Pressing Player,Balanced Offensive Role,Pressing Specialist,64.0,Rotation / Contributor,['High pressing activity'],['No clear major weakness from selected indicators'],"Pressing Player, Box Threat, Balanced Role","87.7, 70.0, 64.3",64.0,9,9. Krépin Diatta | Right Wing,Pressing Player | Rotation / Contributor,50.0
FIFA World Cup,2022,World Cup,World Cup_2022,Senegal,Ismaïla Sarr,Left Wing,88.0,12.0,3,18,21,Forward,Box Threat,Finisher / Shot Threat,Pressing Specialist,69.37,Important Player,"['Strong xG generation', 'High shot volume', 'High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Box Threat, Pressing Player, Ball Winner","96.5, 82.6, 78.4",69.37,10,10. Ismaïla Sarr | Left Wing,Box Threat | Important Player,75.0
FIFA World Cup,2022,World Cup,World Cup_2022,Senegal,Boulaye Dia,Center Forward,105.0,40.0,3,9,23,Forward,Box Threat,Finisher / Shot Threat,Balanced Defensive Role,48.47,Low Usage / Limited Impact,"['Strong xG generation', 'High shot volume']",['No clear major weakness from selected indicators'],"Box Threat, Pressing Player, Balanced Role","89.9, 53.9, 49.5",48.47,11,11. Boulaye Dia | Center Forward,Box Threat | Low Usage / Limited Impact,75.0
FIFA World Cup,2022,World Cup,World Cup_2022,Serbia,Vanja Milinković Savić,Goalkeeper,8.0,40.0,2,23,1,Goalkeeper,Goalkeeper,Build-Up Goalkeeper,Goal Prevention,52.0,Rotation / Contributor,['Active in recoveries'],"['Low clearance activity', 'Limited shot-stopping event volume']","Ball Winner, Tempo Controller, Progressive Carrier","63.9, 59.9, 56.9",52.0,1,1. Vanja Milinković Savić | Goalkeeper,Goalkeeper | Rotation / Contributor,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,Serbia,Nikola Milenković,Right Center Back,25.0,52.0,2,4,3,Defender,Tempo Controller,High-Volume Passer,Ball Winner,79.81,Important Player,"['High passing involvement', 'High carry volume', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Progressive Carrier, Balanced Role, Tempo Controller","81.5, 80.2, 80.1",79.81,2,2. Nikola Milenković | Right Center Back,Tempo Controller | Important Player,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,Serbia,Milos Veljkovic,Center Back,25.0,40.0,2,5,4,Defender,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,50.63,Rotation / Contributor,['Strong passing accuracy'],"['Limited xG generation', 'Low shot volume', 'Limited ball-winning activity']","Tempo Controller, Progressive Carrier, Pressing Player","73.6, 68.2, 55.4",50.63,3,3. Milos Veljkovic | Center Back,Balanced Role | Rotation / Contributor,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,Serbia,Strahinja Pavlović,Left Center Back,25.0,28.0,2,2,5,Defender,Progressive Carrier,High-Volume Passer,Pressing Specialist,81.84,Key Player,"['High passing involvement', 'High carry volume', 'High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Progressive Carrier, Pressing Player, Ball Winner","90.3, 84.1, 84.1",81.84,4,4. Strahinja Pavlović | Left Center Back,Progressive Carrier | Key Player,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,Serbia,Andrija Živković,Right Wing Back,38.0,70.0,2,14,7,Defender,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,53.45,Rotation / Contributor,['Balanced profile without one dominant strength'],['No clear major weakness from selected indicators'],"Ball Winner, Pressing Player, Progressive Carrier","56.2, 55.4, 54.7",53.45,5,5. Andrija Živković | Right Wing Back,Balanced Role | Rotation / Contributor,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,Serbia,Filip Kostić,Left Wing Back,38.0,10.0,1,17,8,Defender,Pressing Player,High-Volume Passer,Pressing Specialist,64.77,Rotation / Contributor,"['High passing involvement', 'High pressing activity']","['Limited xG generation', 'Low shot volume']","Pressing Player, Progressive Carrier, Balanced Role","84.1, 70.4, 62.7",64.77,6,6. Filip Kostić | Left Wing Back,Pressing Player | Rotation / Contributor,50.0
FIFA World Cup,2022,World Cup,World Cup_2022,Serbia,Saša Lukić,Right Defensive Midfield,45.0,52.0,2,16,9,Midfielder,Pressing Player,Balanced Offensive Role,Pressing Specialist,68.88,Important Player,"['Strong passing accuracy', 'High pressing activity', 'Strong ball-winning activity']","['Limited xG generation', 'Low shot volume']","Pressing Player, Ball Winner, Tempo Controller","93.2, 83.7, 78.1",68.88,7,7. Saša Lukić | Right Defensive Midfield,Pressing Player | Important Player,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,Serbia,Nemanja Gudelj,Left Defensive Midfield,45.0,28.0,1,8,11,Defender,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,42.54,Low Usage / Limited Impact,['Balanced profile without one dominant strength'],"['Limited xG generation', 'Low shot volume']","Pressing Player, Tempo Controller, Progressive Carrier","59.6, 55.9, 49.6",42.54,8,8. Nemanja Gudelj | Left Defensive Midfield,Balanced Role | Low Usage / Limited Impact,50.0
FIFA World Cup,2022,World Cup,World Cup_2022,Serbia,Dušan Tadić,Center Attacking Midfield,78.0,40.0,1,10,18,Midfielder,Pressing Player,Balanced Offensive Role,Pressing Specialist,68.68,Important Player,['High pressing activity'],['No clear major weakness from selected indicators'],"Pressing Player, Progressive Carrier, Balanced Role","84.1, 74.7, 68.9",68.68,9,9. Dušan Tadić | Center Attacking Midfield,Pressing Player | Important Player,50.0
FIFA World Cup,2022,World Cup,World Cup_2022,Serbia,Sergej Milinković-Savić,Left Attacking Midfield,78.0,28.0,1,20,19,Midfielder,Balanced Role,Balanced Offensive Role,Balanced Defensive Role,56.6,Rotation / Contributor,['Balanced profile without one dominant strength'],"['Limited xG generation', 'Low shot volume']","Ball Winner, Pressing Player, Progressive Carrier","76.5, 66.2, 62.4",56.6,10,10. Sergej Milinković-Savić | Left Attacking Midfield,Balanced Role | Rotation / Contributor,50.0
FIFA World Cup,2022,World Cup,World Cup_2022,Serbia,Aleksandar Mitrović,Center Forward,105.0,40.0,1,9,23,Forward,Box Threat,Finisher / Shot Threat,Ball Winner,57.49,Rotation / Contributor,"['High shot volume', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Box Threat, Ball Winner, Balanced Role","82.5, 65.0, 61.1",57.49,11,11. Aleksandar Mitrović | Center Forward,Box Threat | Rotation / Contributor,50.0
FIFA World Cup,2022,World Cup,World Cup_2022,South Korea,Seung-Gyu Kim,Goalkeeper,8.0,40.0,4,1,1,Goalkeeper,Goalkeeper,Build-Up Goalkeeper,Goal Prevention,43.18,Low Usage / Limited Impact,['Balanced goalkeeper profile'],['Limited shot-stopping event volume'],"Tempo Controller, Progressive Carrier, Ball Winner","50.2, 42.8, 39.7",43.18,1,1. Seung-Gyu Kim | Goalkeeper,Goalkeeper | Low Usage / Limited Impact,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,South Korea,Moon-Hwan Kim,Right Back,28.0,68.0,4,15,2,Defender,Tempo Controller,High-Volume Passer,Ball Winner,70.47,Important Player,"['High passing involvement', 'High carry volume', 'Strong ball-winning activity']","['Limited xG generation', 'Low shot volume']","Ball Winner, Progressive Carrier, Tempo Controller","90.0, 83.2, 82.0",70.47,2,2. Moon-Hwan Kim | Right Back,Tempo Controller | Important Player,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,South Korea,Min Jae Kim,Right Center Back,25.0,52.0,3,4,3,Defender,Tempo Controller,High-Volume Passer,Balanced Defensive Role,74.3,Important Player,"['High passing involvement', 'High carry volume']",['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Ball Winner","90.1, 86.6, 72.9",74.3,3,3. Min Jae Kim | Right Center Back,Tempo Controller | Important Player,75.0
FIFA World Cup,2022,World Cup,World Cup_2022,South Korea,Young-Gwon Kim,Left Center Back,25.0,28.0,4,19,5,Defender,Tempo Controller,Finisher / Shot Threat,Balanced Defensive Role,65.18,Important Player,"['Strong xG generation', 'High passing involvement', 'High carry volume']",['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Box Threat","83.2, 78.9, 67.1",65.18,4,4. Young-Gwon Kim | Left Center Back,Tempo Controller | Important Player,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,South Korea,Jin-Su Kim,Left Back,28.0,12.0,4,3,6,Defender,Ball Winner,Balanced Offensive Role,Ball Winner,59.7,Rotation / Contributor,['Strong ball-winning activity'],['No clear major weakness from selected indicators'],"Ball Winner, Box Threat, Balanced Role","80.8, 66.8, 62.6",59.7,5,5. Jin-Su Kim | Left Back,Ball Winner | Rotation / Contributor,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,South Korea,Woo-Young Jung,Right Defensive Midfield,45.0,52.0,2,5,9,Midfielder,Tempo Controller,High-Volume Passer,Defensive Contributor,71.68,Important Player,"['High passing involvement', 'High carry volume']",['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Pressing Player","81.5, 78.7, 78.2",71.68,6,6. Woo-Young Jung | Right Defensive Midfield,Tempo Controller | Important Player,50.0
FIFA World Cup,2022,World Cup,World Cup_2022,South Korea,In-Beom Hwang,Left Defensive Midfield,45.0,28.0,2,6,11,Midfielder,Box Threat,Finisher / Shot Threat,Pressing Specialist,88.53,Key Player,"['High shot volume', 'High passing involvement', 'High carry volume', 'High pressing activity', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Progressive Carrier, Ball Winner, Balanced Role","92.3, 89.3, 87.7",88.53,7,7. In-Beom Hwang | Left Defensive Midfield,Box Threat | Key Player,50.0
FIFA World Cup,2022,World Cup,World Cup_2022,South Korea,Hee-Chan Hwang,Left Midfield,62.0,14.0,1,11,16,Midfielder,Box Threat,Finisher / Shot Threat,Pressing Specialist,76.53,Important Player,"['Strong xG generation', 'High shot volume', 'High pressing activity']",['No clear major weakness from selected indicators'],"Box Threat, Pressing Player, Balanced Role","96.7, 89.4, 77.1",76.53,8,8. Hee-Chan Hwang | Left Midfield,Box Threat | Important Player,25.0
FIFA World Cup,2022,World Cup,World Cup_2022,South Korea,Jae-Sung Lee,Center Attacking Midfield,78.0,40.0,1,10,18,Midfielder,Pressing Player,Balanced Offensive Role,Pressing Specialist,66.27,Important Player,['High pressing activity'],['No clear major weakness from selected indicators'],"Pressing Player, Ball Winner, Balanced Role","99.0, 73.4, 69.4",66.27,9,9. Jae-Sung Lee | Center Attacking Midfield,Pressing Player | Important Player,25.0
FIFA World Cup,2022,World Cup,World Cup_2022,South Korea,Heung-Min Son,Left Wing,88.0,12.0,3,7,21,Forward,Box Threat,Finisher / Shot Threat,Balanced Defensive Role,69.52,Important Player,['High shot volume'],['No clear major weakness from selected indicators'],"Box Threat, Progressive Carrier, Balanced Role","89.5, 69.5, 68.6",69.52,10,10. Heung-Min Son | Left Wing,Box Threat | Important Player,75.0
FIFA World Cup,2022,World Cup,World Cup_2022,South Korea,Gue-Sung Cho,Center Forward,105.0,40.0,2,9,23,Forward,Box Threat,Finisher / Shot Threat,Pressing Specialist,56.9,Rotation / Contributor,"['Strong xG generation', 'High shot volume', 'High pressing activity']",['No clear major weakness from selected indicators'],"Box Threat, Pressing Player, Balanced Role","90.4, 89.4, 61.5",56.9,11,11. Gue-Sung Cho | Center Forward,Box Threat | Rotation / Contributor,50.0
FIFA World Cup,2022,World Cup,World Cup_2022,Spain,Unai Simón Mendibil,Goalkeeper,8.0,40.0,4,23,1,Goalkeeper,Goalkeeper,Build-Up Goalkeeper,Goal Prevention,60.21,Rotation / Contributor,['Strong passing accuracy'],"['Low clearance activity', 'Limited shot-stopping event volume']","Tempo Controller, Progressive Carrier, Balanced Role","78.0, 64.9, 34.4",60.21,1,1. Unai Simón Mendibil | Goalkeeper,Goalkeeper | Rotation / Contributor,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,Spain,César Azpilicueta Tanco,Right Back,28.0,68.0,2,2,2,Defender,Tempo Controller,High-Volume Passer,Balanced Defensive Role,65.41,Important Player,"['High passing involvement', 'Strong passing accuracy', 'High carry volume']","['Limited xG generation', 'Low shot volume']","Progressive Carrier, Tempo Controller, Balanced Role","99.0, 97.7, 51.7",65.41,2,2. César Azpilicueta Tanco | Right Back,Tempo Controller | Important Player,50.0
FIFA World Cup,2022,World Cup,World Cup_2022,Spain,Rodrigo Hernández Cascante,Right Center Back,25.0,52.0,4,16,3,Defender,Tempo Controller,High-Volume Passer,Ball Winner,75.13,Important Player,"['High passing involvement', 'Strong passing accuracy', 'High carry volume', 'Strong ball-winning activity']",['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Ball Winner","99.9, 98.6, 81.0",75.13,3,3. Rodrigo Hernández Cascante | Right Center Back,Tempo Controller | Important Player,100.0
FIFA World Cup,2022,World Cup,World Cup_2022,Spain,Aymeric Laporte,Left Center Back,25.0,28.0,3,24,5,Defender,Tempo Controller,High-Volume Passer,Balanced Defensive Role,71.48,Important Player,"['High passing involvement', 'Strong passing accuracy', 'High carry volume']",['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Balanced Role","99.7, 98.2, 58.9",71.48,4,4. Aymeric Laporte | Left Center Back,Tempo Controller | Important Player,75.0
FIFA World Cup,2022,World Cup,World Cup_2022,Spain,Jordi Alba Ramos,Left Back,28.0,12.0,3,18,6,Defender,Tempo Controller,High-Volume Passer,Balanced Defensive Role,80.32,Key Player,"['High passing involvement', 'High carry volume']",['No clear major weakness from selected indicators'],"Progressive Carrier, Tempo Controller, Balanced Role","98.4, 93.2, 74.0",80.32,5,5. Jordi Alba Ramos | Left Back,Tempo Controller | Key Player,75.0
